email_date,email_subject,company,eval_pct,rank,notes,ticker,sell_target_date,status,buy_date,buy_price,sell_date,sell_price,return_pct,end_value_usd,holding_days
2026-08-18,Daily Market Movers: Global Majors & Industry (18 Aug 2026),Nuvectis Pharma,10.0,3,,NVCT,2026-09-18,incomplete,2026-08-18 00:00:00-04:00,20.90999984741211,,,,,
2026-08-19,Daily Market Movers: Global Majors & Industry (19 Aug 2026),Moderna,177.0,1,,MRNA,2026-09-19,incomplete,2026-08-19 00:00:00-04:00,174.3800048828125,,,,,
2026-08-19,Daily Market Movers: Global Majors & Industry (19 Aug 2026),Nykode Therapeutics,62.0,2,,NYKD.OL,2026-09-19,incomplete,2026-08-19 00:00:00+02:00,4.929999828338623,,,,,
2026-08-19,Daily Market Movers: Global Majors & Industry (19 Aug 2026),Humacyte,27.0,3,,HUMA,2026-09-19,incomplete,2026-08-19 00:00:00-04:00,0.7350000143051147,,,,,
2026-08-20,Daily Market Movers: Global Majors & Industry (20 Aug 2026),Oxford Nanopore Technologies,18.0,1,,ONT.L,2026-09-20,incomplete,2026-08-20 00:00:00+01:00,164.5,,,,,
2026-08-20,Daily Market Movers: Global Majors & Industry (20 Aug 2026),Prelude Therapeutics,12.0,2,,PRLD,2026-09-20,incomplete,2026-08-20 00:00:00-04:00,6.5,,,,,
2026-08-20,Daily Market Movers: Global Majors & Industry (20 Aug 2026),Iovance Biotherapeutics,12.0,3,,IOVA,2026-09-20,incomplete,2026-08-20 00:00:00-04:00,8.989999771118164,,,,,
2026-08-21,Daily Market Movers: Global Majors & Industry (21 Aug 2026),Sellas Life Sciences Group,15.0,1,,SLS,2026-09-21,incomplete,2026-08-21 00:00:00-04:00,15.460000038146973,,,,,
2026-08-21,Daily Market Movers: Global Majors & Industry (21 Aug 2026),Bavarian Nordic,9.0,2,,BAVA.CO,2026-09-21,incomplete,2026-08-21 00:00:00+02:00,209.39999389648438,,,,,
2026-08-21,Daily Market Movers: Global Majors & Industry (21 Aug 2026),Moderna,9.0,3,,MRNA,2026-09-21,incomplete,2026-08-21 00:00:00-04:00,145.1300048828125,,,,,
2026-08-21,Weekly Market Movers: Global Majors & Industry (21 Aug 2026),Moderna,129.0,1,,MRNA,2026-09-21,incomplete,2026-08-21 00:00:00-04:00,145.1300048828125,,,,,
2026-08-21,Weekly Market Movers: Global Majors & Industry (21 Aug 2026),Amylyx Pharmaceuticals,79.0,2,,AMLX,2026-09-21,incomplete,2026-08-21 00:00:00-04:00,38.65999984741211,,,,,
2026-08-21,Weekly Market Movers: Global Majors & Industry (21 Aug 2026),Oxford Nanopore Technologies,39.0,3,,ONT.L,2026-09-21,incomplete,2026-08-21 00:00:00+01:00,170.0,,,,,
2026-08-24,Weekly Asia Market Movers: Global Majors & Industry (24 Aug 2026),JenKem Technology,55.0,1,,300199.SZ,2026-09-24,incomplete,2026-08-24 00:00:00+08:00,22.170000076293945,,,,,
2026-08-24,Weekly Asia Market Movers: Global Majors & Industry (24 Aug 2026),Hanmi Pharmaceutical,28.0,2,,128940.KS,2026-09-24,incomplete,2026-08-24 00:00:00+09:00,540000.0,,,,,
2026-08-24,Weekly Asia Market Movers: Global Majors & Industry (24 Aug 2026),CSL,26.0,3,,CSL.AX,2026-09-24,incomplete,2026-08-24 00:00:00+10:00,169.11000061035156,,,,,
2026-08-25,Daily Market Movers: Global Majors & Industry (25 Aug 2026),AbCellera Biologics,18.0,1,,ABCL,2026-09-25,incomplete,2026-08-25 00:00:00-04:00,12.5,,,,,
2026-08-25,Daily Market Movers: Global Majors & Industry (25 Aug 2026),Inhibrx Biosciences,17.0,2,,INBX,2026-09-25,incomplete,2026-08-25 00:00:00-04:00,122.72000122070312,,,,,
2026-08-25,Daily Market Movers: Global Majors & Industry (25 Aug 2026),Moderna,14.0,3,,MRNA,2026-09-25,incomplete,2026-08-25 00:00:00-04:00,158.8300018310547,,,,,
2026-08-26,Daily Market Movers: Global Majors & Industry (26 Aug 2026),Biohaven,18.0,1,,BHVN,2026-09-26,incomplete,2026-08-26 00:00:00-04:00,16.950000762939453,,,,,
2026-08-26,Daily Market Movers: Global Majors & Industry (26 Aug 2026),Capricor Therapeutics,13.0,2,,CAPR,2026-09-26,incomplete,2026-08-26 00:00:00-04:00,9.359999656677246,,,,,
2026-08-26,Daily Market Movers: Global Majors & Industry (26 Aug 2026),Erasca,8.0,3,,ERAS,2026-09-26,incomplete,2026-08-26 00:00:00-04:00,19.149999618530273,,,,,
2026-08-27,Daily Market Movers: Global Majors & Industry (27 Aug 2026),Nanobiotix,11.0,1,,NANO.PA,2026-09-27,incomplete,2026-08-27 00:00:00+02:00,38.599998474121094,,,,,
2026-08-27,Daily Market Movers: Global Majors & Industry (27 Aug 2026),Sarepta Therapeutics,11.0,2,,SRPT,2026-09-27,incomplete,2026-08-27 00:00:00-04:00,21.59000015258789,,,,,
2026-08-27,Daily Market Movers: Global Majors & Industry (27 Aug 2026),Sellas Life Sciences Group,11.0,3,,SLS,2026-09-27,incomplete,2026-08-27 00:00:00-04:00,15.210000038146973,,,,,
2026-08-31,Daily Market Movers: Global Majors & Industry (31st Aug 2026),Sumitomo Pharma,8.0,1,,4506.T,2026-09-30,incomplete,2026-08-31 00:00:00+09:00,1554.0,,,,,
2026-08-31,Daily Market Movers: Global Majors & Industry (31st Aug 2026),Alvotech,7.0,2,,ALVO,2026-09-30,incomplete,2026-08-31 00:00:00-04:00,5.190000057220459,,,,,
2026-08-31,Daily Market Movers: Global Majors & Industry (31st Aug 2026),Ascendis Pharma,5.0,3,,ASND,2026-09-30,incomplete,2026-08-31 00:00:00-04:00,263.0400085449219,,,,,
2026-08-31,Weekly Asia Market Movers: Global Majors & Industry (31 Aug 2026),Zhuzhou Qianjin Pharmaceutical,24.0,1,,600479.SS,2026-09-30,incomplete,2026-08-31 00:00:00+08:00,12.149999618530273,,,,,
2026-08-31,Weekly Asia Market Movers: Global Majors & Industry (31 Aug 2026),Health and Happiness (H&H) International Holdings,23.0,2,,1112.HK,2026-09-30,incomplete,2026-08-31 00:00:00+08:00,18.31999969482422,,,,,
2026-08-31,Weekly Asia Market Movers: Global Majors & Industry (31 Aug 2026),Oncolys BioPharma,21.0,3,,4588.T,2026-09-30,incomplete,2026-08-31 00:00:00+09:00,4650.0,,,,,
2026-09-01,Daily Market Movers: Global Majors & Industry (01 Sep 2026),Moderna,10.0,1,,MRNA,2026-10-01,incomplete,2026-09-01 00:00:00-04:00,154.27000427246094,,,,,
2026-09-01,Daily Market Movers: Global Majors & Industry (01 Sep 2026),Vir Biotechnology,6.0,2,,VIR,2026-10-01,incomplete,2026-09-01 00:00:00-04:00,11.630000114440918,,,,,
2026-09-01,Daily Market Movers: Global Majors & Industry (01 Sep 2026),Mitsui Chemicals,6.0,3,,4183.T,2026-10-01,incomplete,2026-09-01 00:00:00+09:00,2320.0,,,,,
